"","text","screen_name","user_id","created_at","favorite_count","retweet_count","location","followers_count","friends_count","account_lang","lang"
"57","@DutchNewsNL Mark Rutte needs to make many changes in his party, meaning add more common people FROM the people. Seems like Dutch in NL have started to think about themselves 1st now keeping in mind taxes, better immigration, health &amp; security, respect of 1's religion, increase in income etc. https://t.co/gEPt62cqU0","WaqasMoizKhan","138755775",2021-03-17 20:16:04,0,0,"",33,349,NA,"en"
"58","“Nanotechnology. It’s cutting edge.” Tess turned to Grandma Redbird. “Let me escort your party to the dining room.
Healed with a Kiss by @sbuchbinder is a Pot O Gold Event pick 
https://t.co/XGlPrXOYmk
#pnr #romance #irish #stpatricksday https://t.co/9AGqgl4xf0","EmmaAlisyn","2958849920",2021-03-17 20:16:04,0,1,"I live inside Scrivener",2335,73,NA,"en"
"59","#BREAKING Dutch premier’s People's Party for Freedom and Democracy wins general elections: Exit polls","anadoluagency","240265305",2021-03-17 20:16:04,0,0,"Ankara - TURKEY",154894,24,NA,"en"
"60","@ScottforFlorida @JoeBiden @SenateDems Wait......I believe YOUR party is the one whose tax break for the rich, will cause us low/middle class earners to begin seeing an increase in 2021, no?","FLBamaGirl","39407014",2021-03-17 20:16:04,0,0,"",64,354,NA,"en"
"61","Scottish Conservative MP John Lamont has written to SNP Westminster leader, Ian Blackford. He wants to know if the SNP will suspend Patrick Grady MP, who stepped aside as the party’s chief whip at Westminster last week while allegations of sexual harassment are investigated. https://t.co/WBTnfiGUBg","bom_ding","1264159600858857472",2021-03-17 20:16:03,0,41,"",2611,4928,NA,"en"
"62","Need yo restore #PSF in all over the country as it's backbone of party's ideological structure .

#AnnouncePSFKarachi","bajeerfaisal1","3368727323",2021-03-17 20:16:03,0,15,"Tharparkar ",638,1473,NA,"en"
"63","It's time to say goodbye to some of our older paintings!  These paintings will be retired from our lineup by the end of March.  If you want to paint one, call us (225)223-6101 - we can set up a private party! What type of paintings do you guys want to see more of? https://t.co/zTrmy3YxtM","PaintingNPinot","237320668",2021-03-17 20:16:03,0,0,"Baton Rouge, LA.  70808",204,146,NA,"en"
"64","@Gudeka Is that so important than R500 Billion corruption and Billions that we are using on none effective vaccines?? Political analyst enjoy counting dead bodies due to Covid-19 than exposing rulling party and criticize it for all these failures.","Davidboikanyo1","1259051800243638272",2021-03-17 20:16:03,0,2,"Rustenburg",1212,2857,NA,"en"
"65","UP Buying Party <U+0001F199><U+0001F525> https://t.co/zhlxkmXH7X","KultureCute","1274341674018316288",2021-03-17 20:16:03,0,1,"UP",425,483,NA,"en"
"66","In Summary:
The BBC is run by ""ex"" Conservatives.
90% of the ""free and independent"" media is owned three Conservative Party supporting companies.
""Annoying"" protest is now illegal.
""Anti captialist"" material is being withdrawn from schools.
1/2","TallPauly","229570151",2021-03-17 20:16:02,0,1406,"Nottingham",2007,2823,NA,"en"
"67","@TenZOfficial Quit gaming 6 months ago. Bought a new car, I have an amazing girlfriend, I make a shitload of money and I'm buying a house this spring. I party every weekend, I'm never home. I'm enjoying life. Do yourselves a favor. Stop trying to make gaming a career. It's cringe as fuck.","Extractz__","956634265374007296",2021-03-17 20:16:02,0,5,"",58,2040,NA,"en"
"68","@PaulBongiorno @sipawe @RNBreakfast And the shame is that Lieberal females are leading the charge!

Truly shows how dominated and powerless they are in their own party!

Why does the word Quisling come to mind? <U+0001F928><U+0001F928><U+0001F928>","1958_BestYear","612998177",2021-03-17 20:01:12,0,3,"Perth, Western Australia",1768,1472,NA,"en"
"69","@charlesa_1953 @democratie_kate Pyne was after Flint's seat. And Flint has had other very public run ins with members of her own party. https://t.co/qJ9SklDOxx","1958_BestYear","612998177",2021-03-17 20:16:02,0,14,"Perth, Western Australia",1768,1472,NA,"en"
"70","@ryangrim @rmc031 Neera not getting the OMB gig is great, but she's always going to be a fixture in the DNC. She's a frontwoman for Wall St, and they own the party.","online_nobody","1067065124228423680",2021-03-17 20:16:01,0,0,"New York, USA",2013,1394,NA,"en"
"71","britney and tinashe deserved a #1 hit with slumber party  https://t.co/mB9JSyL6yq","britspearsmedia","1320177277003460608",2021-03-17 20:16:00,0,23,"",386,41,NA,"en"
"72","@rolltak @OneforthreeC1 @LisaMarieBoothe Yup, and it was bad. I don’t care about team politics. Things can be bad no matter the party.","mlark7","2263861356",2021-03-17 20:16:00,0,0,"Utah, USA",70,384,NA,"en"
"73","Help us stop Nancy Pelosi from stealing #ia02 from the voters of Iowa! 

Sign the petition at https://t.co/JUntyfSSms","Timelord420","1242590733967605760",2021-03-17 20:16:00,0,13,"East Commiefornia #CA04",730,1931,NA,"en"
"74","@marshavalente1 @danib17 @KFLAPH @CKWS_TV @cityofkingston That and shut down Queens. They are the cause of most of this. City officials won't act, they never do when it comes to that. Too much money there. If johnny throws a party and gets fined..rich daddy stops giving money to Queens.","RhetoricStop","1219462048586792960",2021-03-17 20:15:59,0,0,"",6,16,NA,"en"
"75","@LordBielsa @McBiggitty The Switch probably has the most robust third party that any Nintendo console has had since the SNES. Hard to ignore a system that is constantly breaking records every month, unless you like to leave money on the table.","ethanjory","783035504",2021-03-17 20:15:59,0,0,"",16,136,NA,"en"
"76","“I am a PERSON! I DESERVE A NUMBER!” #InfinityTrain https://t.co/ABGFgbj47k","legal_party","1145107784188473344",2021-03-17 20:05:47,0,29,"",224,1532,NA,"en"
"77","asian hate is not just violence. its harmful stereotypes and false beliefs.

here are some general statements below. some of yall need to hear these (please rt)","legal_party","1145107784188473344",2021-03-17 20:06:17,0,4376,"",224,1532,NA,"en"
"78","It's not that hard to not be a jerk.","legal_party","1145107784188473344",2021-03-17 20:11:12,0,15,"",224,1532,NA,"en"
"79","Get Blue Sky's Cancelled LGBTQ+ Film Nimona Picked Up and Finished by Another Studio! - Sign the Petition! https://t.co/qscKR9zZ02 via @Change","legal_party","1145107784188473344",2021-03-17 20:12:21,0,20,"",224,1532,NA,"en"
"80","Racism, sinophobia//

Please....for the love of god do not say no fucking ""yellow lives mattter"" or post yellow squares WHAT IS WRONG WITH YOUUUU","legal_party","1145107784188473344",2021-03-17 20:08:57,0,549,"",224,1532,NA,"en"
"81","Millions of people are kpop fans, enjoy boba, and love Asian culture. But when it comes to Anti-Asian hate crimes within America, everyone goes silent, and some of those people continue to tweet and post about Asian culture.

If you are going to love our culture, love our people.","legal_party","1145107784188473344",2021-03-17 20:07:55,0,10,"",224,1532,NA,"en"
"82","infinity train book 4, i am manifesting that they’re finally give us an asian mlm gay couple pls pls pls <U+0001F62B><U+0001F495> https://t.co/s4gUHp5sbB","legal_party","1145107784188473344",2021-03-17 19:50:04,0,5,"",224,1532,NA,"en"
"83","I struggle to take the Labour Party seriously even more now. 

They’re a protest party which doesn’t seem to remember why they’re protesting, or what they even want to achieve. They just protest out of old habits.","TheNigelious","995755272344932352",2021-03-17 20:15:58,0,237,"Wolverhampton, England",84,714,NA,"en"
"84","EXCLUSIVE: Will @LulaOficial run for president of Brazil again? 

“If my party and the other allied parties understand that I could be the candidate, and if I’m well… I can reassure you that I will not deny that invitation.”

Full interview airs tomorrow on @cnni and @PBS. https://t.co/Ii8h2YifI0","wilsoncabus","71372389",2021-03-17 20:15:58,0,38,"Recife, Brasil",4420,4565,NA,"en"
"85","@beachmagoo The Maverick Party was not included in the projections for Alberta. #mbpoli","MBFairVote","1155208255066558475",2021-03-17 20:07:29,0,0,"Winnipeg, Manitoba",152,314,NA,"en"
"86","@CPC_HQ, The Maverick Party is not factored into the projections.  What if you need #electoralreform because now there's three right-of-centre parties competing for voters.  Make a #fairvote a central campaign pledge to give Canadians what Trudeau faked us out of.  #mbpoli https://t.co/inVPV49Ple","MBFairVote","1155208255066558475",2021-03-17 20:15:57,0,0,"Winnipeg, Manitoba",152,314,NA,"en"
"87","India is no longer a democratic country, but my party is contesting elections just for fun!","dimagikeda","872504426182922240",2021-03-17 20:15:57,0,399,"India",68,341,NA,"en"
"88","@rewardiqa Feeling extremely happy for this, and highly lucky as well for this! Let's party @TrickFlame ;)","Faeze99683964","1364285649113735171",2021-03-17 20:15:56,0,169,"",0,11,NA,"en"
"89","NEW: Misogyny will now be recorded as a hate crime - a HUGE victory for everyone involved in this cross-party campaign. It’s time for every Londoner to call out sexist &amp; misogynistic attitudes wherever they are found – in the workplace, school, on the streets or public transport.","circumstanceorg","915545044794437632",2021-03-17 20:15:56,0,644,"London <U+0001F1EB><U+0001F1EE> <U+0001F1EE><U+0001F1EA> <U+0001F1EC><U+0001F1E7> & beyond",207,999,NA,"en"
"90","@avianaress Love the artwork but curious about the party thing, I'm irish and it's not something you say here most irish people hate the party term","NualaW5","4719440001",2021-03-17 20:15:56,0,0,"Letterkenny, Donegal, Ireland",39,406,NA,"en"
"91","@KitSproson @thediyora Yes. Also: the Conservative Party is maybe the most successful political party ever. It does what it takes to be competitive (see: gay marriage). Many of those young people will find themselves voting Con without it seeming to themselves that their views have changed.","FurtherOr","1269305252567810048",2021-03-17 20:15:55,0,0,"",18,232,NA,"en"
"92","@murshedz @TakeBacktheCt @paulwaldman1 GOP is the pro-death party: against limits on guns, against mask mandates &amp; other public health measures, against universal health care, but for that death penalty.","StarkerSusan","1274385281030991873",2021-03-17 20:15:55,0,0,"",272,1541,NA,"en"
"93","This $IMTL party is just getting started. We got rid of the flippers. Pink current news coming tomorrow or Friday which can easily cause a 200-400% run. Then a PR hopefully after on their NFT plans. This is a retirement type stock everyone. Don’t be dumb a miss the massive run https://t.co/tQ4fW5Ipsd https://t.co/Tjt1jtRgTQ","TradingApes","1348566161017819137",2021-03-17 20:15:53,0,1,"",380,70,NA,"en"
"94","12/14)This  served to rally all people working in Butare  but not born from  Butare to stand up and fight the  Prefect  and his PL Party.....#Kwibuka27","KalindaMwene","927988180971933696",2021-03-17 20:15:53,0,2,"",3135,619,NA,"en"
"95","8/14)Gashamvu.  He claimed  that all were  from  PL Party  yet that was impossible. Appointing these Inspectors and transferring them  was not in his mandate as  Prefect....#Kwibuka27","KalindaMwene","927988180971933696",2021-03-17 20:15:24,0,2,"",3135,619,NA,"en"
"96","3/14)It was  signed by  Dr Butare  Innocent claiming to have written it on  behalf of the President of MRND party  in the Prefecture, Mr.Rugira  Amandin.....#Kwibuka27","KalindaMwene","927988180971933696",2021-03-17 20:15:06,0,2,"",3135,619,NA,"en"
"97","4/14)In the letter, Butare Innocent Cautioned  Prefect  Habyarimana alleging that in his decisions, he is influenced by  PL party  members in Butare Prefecture including Dr Munyeshuli Vincent,.....#Kwibuka27","KalindaMwene","927988180971933696",2021-03-17 20:15:10,0,2,"",3135,619,NA,"en"
"98","6/14) that  its real intent was to prevent Habyarimana  from  talking to  his fellow party members yet the law regulating  political parties wasn’t  against it....#Kwibuka27","KalindaMwene","927988180971933696",2021-03-17 20:15:17,0,2,"",3135,619,NA,"en"
"99","@CRyanSchadel Me showing up to my 4th of July party even if it’s over 100 degrees out $LTNC https://t.co/6n4Cb1JwH7","_Bulls_vs_Bears","55892858",2021-03-17 20:15:53,0,0,"Upstate NY",145,426,NA,"en"
"100","I hope the @CPC_HQ gets decimated in the next election. I’ve never seen a party hell bent on losing. A house divided is no house. This party needs to be blown up. There are way too many verticals in the party So-Con, Libertarian, Red Tory, etc!  Enough!","rickcanada10","1285179188568367104",2021-03-17 20:15:53,0,36,"Canada",128,244,NA,"en"
"101","Prime Minister Mark Rutte's party wins most seats in Dutch general election, an exit poll from Ipsos for NOS suggests. https://t.co/ZOGT4CBBzc","alcinodoliveira","108957842",2021-03-17 20:15:53,0,5,"",428,2314,NA,"en"
"102","<U+0001F3E0>HOUSE PARTY MV YouTube Streaming<U+0001F942>

Shiningstar1502 <U+0001F98B>
#<U+C288><U+C8FC><U+C640>_<U+C5D8><U+D504><U+C758>_<U+D558><U+C6B0><U+C2A4>_<U+D30C><U+D2F0>
#HouseParty
#SUPERJUNIOR
@SJofficial https://t.co/ZoAcVNxG2z","shiningstar1502","1242116856825016320",2021-03-17 20:13:42,0,0,"Indonesia",684,972,NA,"en"
